0,label,predicted_topic,topic_keywords
？？所以你们真的觉得“四大发明不领先”和讲“黑人智商低”，“支持台独港独”，“反人类反社会”是一个级别的言论？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
网上的东西看看就好，我还在网上老看见河南人偷井盖呢,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
作为河南人看完回答自己笑起来然后很愉悦的来看评论的 如果回答属实确实觉得惭愧 并不是因为骗 而是为同乡的智商情商 一兜生玉米和熟玉米成本对于开着炉子烧着热水的小店来说差多少？为这个骗人真是让我这个大骗省的人惭愧 哈哈,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
啥啥都是黑东北，也不看看口音,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
女人外表不好看是投胎品味差，或者身材管理品味差，或者打扮的品味差，或者都差呗！,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
"如果政策上恢复黑人昆仑奴的一切待遇,我想这黑人会被人间蒸发",0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
亚裔只有在美国的经济地位不低而已，其他地位=没有地位。日常是黑人一样歧视亚裔，黑人可以有很高的明星地位或政治地位，,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
之前看到黑人故意传染给不知情的女大学生的新闻，上面说中国取消了外国人还是留学生的艾滋病检查项目，就是不用检查艾滋病了，如果新闻真实的话,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
女奸男不算罪,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
黑人说唱一堆脏话，而且歌词多数粗暴蛮横，弥漫着各种歧视与暴力，都是骗英语不过关或者品味低俗的人。黑人说唱在我看来就是“听个响”，哪个喊得大声哪个就火。中国有嘻哈这节目，一听到嘻哈，就感觉跟黑人说唱有关系，然后一点儿也不想看。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
不是只是不喜欢有危害的流浪狗，更厌恶给流浪狗辩解开脱的人。印度人非常爱牛，但是不能阻止中国人吃牛肉。你喜欢狗同样不能反对我们杀流浪狗。 社会运行核心是以为人本。,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
觉得吵不会说啊，没长嘴巴？马路上车不轰油门你去推吗，直接打人算什么，还不是个欺软怕硬的东西，车里如果是个黑人轰油门他敢吗，2打1还偷袭，这老外真丈夫啊,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
我是桂林人，以前初中四川的英语老师地域歧视我们广西，还叫我们以后出门介绍自己别说自己是广西人否则人家觉得你很懒……这里有四川的兄弟姐妹吗……给我说说看，你们四川人是不是都觉得广西人懒？,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
人家没说山东人，并不是地域黑。扣帽子可不好。就好像，提北京大学就是黑北京人吗？,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
无色透明看都看不到，难道女性在你眼中的形象就是看不到的么？这是对女性的忽视，你个直男癌（滑稽）,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
我只见过中国人带着自卑感看外国人的反而对同胞优越得不行，比如德国人比我们严谨，法国人比我们浪漫，日本人比我们素质高和河南人偷井盖,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
兄弟，我国没有种族之分，只有56个民族。没有种族，歧视黑人在我国不犯法，正大光明歧视，别被西方圣母婊逻辑套进去。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
舔什么呢？电影里很明显歧视亚裔，不想看,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
"小日本鬼子,就他排废水这件事，就足够让我恶心08",0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
我也有过，有的要饭的就是贱和欠和素质差，白人高中生也是，初中黑人学生也是，全都得避开,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
响应国家政策积极自查是好事，按黑料报道；农民被抖音网红偷东西按黑料报道；天津人在山东沙人、四川人在山东虐猫，按山东的黑料报道。 “他们怎么黑的？ 他们报道了山东的新闻。”,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
河南人偷井盖 说烂的东西了,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
李天佑这种人就是来恶心中国人的，整个大东北的影响全被这群人毁了,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
黑人闹下去没什么大作用，对美国来说不痛不痒，有人说动摇美国国本，纯粹是扯蛋，黑人闹事最主要的两个明显特征，第一，暴力，第二，没有政治诉求，这两条决定了他们的高度，如果他们不提政治诉求，只打砸抢，那永远都是这样，只是打砸抢，,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
黑人不允许别人歧视自己，但是自己可以歧视黄种人,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
如果玩 被拍摄，然后女方告丈夫婚内强奸并要求离婚，家产归女方。法院支持不？,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
所以我很长一段时间不碰黑人做的吃的 而且细思极恐 刚开始不明白他们为什么要提个桶去厕所后来 我朋友告诉我 爱干净的提个桶 不爱干净的直接上手,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
现在获取信息的渠道多了！也应该会理解美国到底是怎样的国家了！在美国，当警察也是很危险的，基本上人人都有枪！换我，我也这样搞黑人！本来美国白人就是歧视黑人，,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
问题是规模，他们黑人们接受了儒家文化。那他们就更应该建设自己的故土。自己不行，我们可以进行平等的交易。但黑人想大规模入侵中国。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
我想起了我在亚服第一次玩匹配到韩国人，俩韩国人，我也没多想用蹩脚的英文交流了半天，然后我还挺顺的，我们三个就一起到了一个屋子他俩对视了一会，说了不知道啥的，然后一枪把我崩了舔我包………（黑人问号.jpg）其实哪个国家都有素质高有素质低的吧,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
这楼真可怕，挺多田原女犬还是很能讲歪理的,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
黑人意识到被压迫，要反抗，已经几十年，上百年了。当年的黑豹党好歹还是有组织，有目的的反抗。几十年发展下来，这群黑人只会玩零元购，毫无目的，,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
汉中人跟大部分陕西人一样，瞧不起四川人，背地里都嘲笑四川人，说四川人是丢子。丢子就是猥琐的矮子，你认为汉中人对成都有认同感，不要再在那臆想了。,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
相反我是在其他地方被骗了两次，我不说那个地方是因为我知道每个地方都有好人和坏人，难道河南只有河南人？没有外省的？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
其实根本就不是题主抢着掏钱好吗？而且你不掏男友也不掏这样很尴尬好吗？！！！男生不应该主动吗？！,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
爆出来的大多是男生，艾滋病确实有潜伏期。但是不可能女生的潜伏期比男生长吧，男生得病的多，这是事实啊。,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
男权为了反女权真是什么恶都能作，高。,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
这么防的话，受损失的更多是女性，因为强奸是客观的物理伤害，但是污蔑的伤害的前提是「信任」,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
“上海女生都娇气败家，任性抠门，作，不懂体谅人”,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
恶心的人那个男的和那些女人,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
这叫穷山恶水出刁民，农民又不是一定代表淳朴，你看那些暴乱都是偏远地区的人搞，尤其是新疆人卖切糕的,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
恨国党们一方面拿黑人中的精英论证黑人的优越性，一方面又拿中国人中素质低的群体论证中国人的劣根性，如此双标实在好笑,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
"白人黑人体味一样？黑人特别是女生,体味大的离谱好伐",0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
"我就来说几个点…,第一亚裔在美国地位确实低，以我在美国留学7年的经验，如果说老墨地位最低的话，亚裔差不多倒数第三。,倒数第二当然是我们chingchong了，你不会以为亚裔=中国人吧。,好了该有人来评论，你这么喜欢被歧视在美国读7年书？",0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
除了北京媒体和部分中央媒体护犊子报到，完了有些球迷没原则骂其他队和球员。还有就因为它是首都，占着很多优质医疗教育科研资源，完了有些北京的人看不起外地人。这也是引起反感的原因。,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
崇洋媚外？非洲黑人能算洋人，他们都不傻，只是坏。,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
什么小气大气，但凡涉及到钱，谁还不是一样么！浙江人经济意识强，契约精神强，钱分的清楚，意识符合现在社会的发展和要求。,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
额，我的逻辑思维好像没思维出您这是怎么和女权扯上原因的啊？难道是女性为了获得一些东西就要以欺骗的手段绿了现任男朋友然后重做人设再骗下一任男朋友？这就是女权？？？？手动黑人问好,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
应该是：人家才吃了一口的雪糕被这位贵州法律圈撞掉了，该赔吧？该！ 这位律师是要赔的，只是他会买一个同款雪糕，然后也咬一口赔给被害人. 这位贵州法律圈的朋友不是存心来恶心人的吧,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
中国男人让她们把地扫一下把衣服放洗衣机里洗一下，都嚷着压迫女性。黑人让她们把那里全割掉，,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
就像你在任何情况下都不能杀人一样，有些界限是不能商量的，一旦商量就会出现可利用的空隙，以前倒是松，怎么样呀？每年多少劫机到台湾的？那样就高兴了？,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
挑选范围窄了，自身条件不好，遇到好男人的机会也就少了呀，嫁个酒鬼赌鬼家暴岂不完蛋，嫁人的确简单，但是能保证嫁了人的生活比不嫁人好，就不简单了。,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
悲哀的是，这个辱骂中国人的***，不但没被驱逐出境，,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
作为一个东北人，抛开其他单看说话方式，我感觉一天天说话满是“草，鸡巴，他妈，哔，犊子”之类的人实在是粗俗。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
仇恨的制造是澳洲那群白皮发起的，不是那篇报道的作者。没有针对亚裔的犯罪行为，就没有仇恨，这就是我的理解。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
可能真的在老一辈因为接触了较多的外来务工人员才会对这几个地方的有偏见和排外吧。。。不过在婚姻上，浙江人的排外，至少我接触的大部分浙江人的排外都是AOE。。。哪怕是省内不同地市的都可能会被嫌弃。。。我也很绝望啊我喜欢的小姐姐是江西的T_T,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
黑人那是赤道晒得吧，大热天做题谁做的下去，美国黑人，在同教育下，智商不低的，如果没歧视经济等因素影响的话，高智商里谁多不一定呢。 黄种人繁衍。。。明明jj最小啊，精液也少啊。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
我真的觉得哪怕是黑人明星，也都不好看,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
天啊年少不懂事的时候看觉得哇怎么会有书桓这么好的男人到现在才搞懂剧情的我非常恶心这种人,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
贤惠一听就是取悦男人的，同样的，夸小孩子乖一看就是取悦大人的，夸要夸到点子上，要夸人的本质，比如贤惠可以换成勤快啦。,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
东北人表示在饭店叫人直接就大喊：服务员儿！都这样，民风剽悍??(??????)??,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
不得不说在持枪和自卫上华人还是要大大的向韩国人学习的。以前看到说法是黑人暴乱那天韩国人在韩国城组织了大量持枪兵力，甚至有在楼顶埋伏的狙击手，把那天想到韩国城抢劫打砸的黑黑打得服服帖帖的，自此以后再有没有黑黑到韩国城捣乱了....,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
湖北由于历史上一直都是分裂割据的兵家战场，所以养成了有奶就是娘的优良传统，武汉落后的时候天天跑出去黑武汉大县城，其实外省人觉得挺可笑的....九头鸟自己好好摆一下自己的立场,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
对，大灰狼搞大灰狼，小白兔搞小白兔，貌似影响不到。但就像河南人偷井盖这种地图炮一样，可能就一两个人这么干了，凭什么要让所有河南人背上这个锅,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
那种东西跟“人口素质排名”一样，看看就行了，当不得真，说到底其实是对中国的不了解 。 不过本国由于发展不均衡 ，许多地区还是存在着侵害妇女权益的事件。 这需要经济发展与政府的教育，任重而道远。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
"\""公开说“黑人平均智商低”也很妥当，因为研究结果就是这样的，是事实！\""这句话是什么鬼",0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
呵呵，对女性的深深的恶意啊...,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
这个女的是让我最恶心的一个,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
明明是一个侵权加博眼球的话题，愣是给搞成了一个女权话题。合着国内的强奸是中国男人的错，洋大人的强奸也是中国男人的错……真是服了这帮女权主义者了,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
自己东北人都觉得叫东北人是地域黑 那有啥说的,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
首先评论要经过你的筛选？因为你知道会被喷。黑人什么时候要背这个锅？我只知道男同性恋感染的几率会更高。不懂不要随意回答或者误导别人。如果有证明黑人增加感染艾滋病感染率的，请用有力的证据证明。别一天瞎带节奏,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
我可没有去侮辱别人。无论男女。 女性也存在对女性的侮辱，这一点你可以去微博看看。 这依然是一个素质问题。女性也有骂人娘炮的，这跟素质关系更大。,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
我相信你肯定是个码农，不过你把女生说得太不堪入目吧，为什么打比喻不能换成男的。像那些医学生的尸体人模什么的都用男生的。,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
按这道理欧美歧视华人也是理所当然吗？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
确实当年陈冠希是受害者，这个圈子对他太不公平，对一众女主也太不公平。 不过话说回来香港娱乐圈就是这么恶心。,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
不是说女的出轨么？,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
完全的扯淡！能去美国的黄种人有几个是有独立意识的，一大群羡慕美国人生活的小资产阶级甚至大资产阶级，生活上至少有一定保障的，人口也少，那像黑人传统上就是奴隶教育经济实力怎么比，,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
“哟你那么苗条真不像山东人~”,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
日本女人脑子莫不是有病？当时日本女的地位那么低还有这自信为国争光啊，感觉你说的不太真实,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
可惜他没有特总统的级别，主要是他真的很恶心人呐[捂脸]你黑别人夸自己也没夸自己学校学风质量多好，还不是说学校在北京，难道是自己知道可夸的只有一个地理位置？有点儿不敢相信这是一位大学老师。,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
女大学生的做法不犯罪？？？呵呵呵呵,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
国外不好，黑人社区的公立学校奉行快乐教育，孩子什么都不会，如果你不要求孩子的成绩，我国的教师一样可以做到快乐教育。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
我真的佛了，一个大男人怎么能做到这么恶心，祝他早日凉凉（真的很心疼我大哥了）,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
那个说自己女朋友穿肯定不好看的男的真恶心，买不起不能努力赚钱或者直说没钱吗！,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
有素质就像日本人和台湾人了？,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
玻璃心而已，见得多了——LGBT，动保，黑命贵，女权，vegan等等,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
你有没有认真读回答，答主并未回避白人歧视我们这一问题，但你请好好将我们是怎么做的和黑人是怎么做的相比较。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
嗯，真好奇为什么一个中国人比美国黑人了解的都深，我反正看脱口秀都吐槽黑人出门去趟超市都容易被临检。更别说最近央视上各种被美国警察射杀的视频，那些人我反正作者说的这些英文是一个字都没见说过，只看见两方人马吵吵几句就各种掏枪互射了。可能是美国民众受教育不够吧,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
这种事情没有人会忘的。就像现在大街上已经很少看见井盖儿这东西了，然而河南人偷井盖儿还是个段子。还有，我是个河南人（冷漠脸）,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
评论区统一意见是“黑人都不好看，长的好看都是混血，不是纯种黑人”,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
维护权利成了打压，你这么爱台湾？？？让国际组织存在中国和台湾并列？？？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
你不是失了智？ 河南人偷井盖你遇见过？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
这跟地域无关吧，核心是“本地人”而非“上海人”，换做哪里都一样，毕竟没几个骗子在家门口骗的。,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
不是老铁，这里头有人说歧视黑人了吗。你连你自己人都歧视，你搁那跟我扯什么种族歧视。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
中国制度怎么对待女性压迫了？呵呵中国传统无非就是重男轻女，据我观察母亲更容易重男轻女，你结婚以后对你女儿好一点不就好了？五十年代教员就喊出，妇女也能顶半边天了，还搁着国情呢？我举例确实不对，因为美国黑人确实被压迫了，被奴役了，现在还是没改变,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
这还不算不自爱？这还不算作践自己？都为了钱跟一个老男人上床了！在你眼里什么才叫不自爱？！,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
啊，对这个主播真的很反感，恶心至极的好吗？还是个话痨，不管男的女的，敢叫小哥哥换装备，一梭子子弹打死你,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
歧视黑人的人是不是种族歧视，是，那爱因斯坦歧视中国人，是不是种族歧视，肯定也是，这有什么好洗的。爱因斯坦就是种族歧视，和歧视黑人的人在种族主义上没两样。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
我作为一个中国人为什么要去同情或者理解一个靠打压其他亚裔获得自己可悲的认同感的华人？为了自己的认同感就可以随意损害别人的利益？这不符合世界主流价值观。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
我的原则很简单，别和白人 黑人 穆斯林 香港 台湾 东南亚人交往过就好。如果有过我会觉得恶心。,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
印度人打架是不敢还手的，欺软怕硬,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
